phase	substep	kind	ok	newton	minimize	post_steps	energy	grad_norm	status	wall_s	cpu_s
0	0	AL	1	24	1	25	0.0030627820437403443	0.646786	4	40.300	39.938
1	0	reduced	1	49	1	50	0.00049397912623361836	0.0096385	4	35.121	34.578
2	1	AL	1	50	1	51	0.001553483632896886	1.29584	0	72.326	71.016
3	1	reduced	1	59	1	60	0.001391751600582612	0.0099944	4	36.599	36.266
