# C:/interactor-dress-on/models/Pixal3D-GGUF/Sparse/ss_flow_img_dit_1_3B_64_bf16.gguf
# magic=b'GGUF' version=3 tensors=701 kv=125
KV	general.architecture	flux
KV	general.quantization_version	2
KV	general.file_type	32
KV	comfy.gguf.orig_shape.rope_phases	[4096, 64]
KV	comfy.gguf.orig_shape.blocks.28.cross_attn.cross_attn_block.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.28.self_attn.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.28.self_attn.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.29.cross_attn.cross_attn_block.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.29.cross_attn.cross_attn_block.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.29.self_attn.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.29.self_attn.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.3.cross_attn.cross_attn_block.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.3.cross_attn.cross_attn_block.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.3.self_attn.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.3.self_attn.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.4.cross_attn.cross_attn_block.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.4.cross_attn.cross_attn_block.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.4.self_attn.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.4.self_attn.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.5.cross_attn.cross_attn_block.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.5.cross_attn.cross_attn_block.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.5.self_attn.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.5.self_attn.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.6.cross_attn.cross_attn_block.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.6.cross_attn.cross_attn_block.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.6.self_attn.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.6.self_attn.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.7.cross_attn.cross_attn_block.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.7.cross_attn.cross_attn_block.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.7.self_attn.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.7.self_attn.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.8.cross_attn.cross_attn_block.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.8.cross_attn.cross_attn_block.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.8.self_attn.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.8.self_attn.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.9.cross_attn.cross_attn_block.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.9.cross_attn.cross_attn_block.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.9.self_attn.k_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.blocks.9.self_attn.q_rms_norm.gamma	[12, 128]
KV	comfy.gguf.orig_shape.input_layer.weight	[1536, 8]
T	rope_phases	F16	256,1024
T	adaLN_modulation.1.bias	F32	9216
T	adaLN_modulation.1.weight	F16	1536,9216
T	blocks.0.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.0.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.0.modulation	F32	9216
T	blocks.0.norm2.bias	F32	1536
T	blocks.0.norm2.weight	F32	1536
T	blocks.0.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.0.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.1.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.1.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.1.modulation	F32	9216
T	blocks.1.norm2.bias	F32	1536
T	blocks.1.norm2.weight	F32	1536
T	blocks.1.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.1.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.10.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.10.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.10.modulation	F32	9216
